ASV_ID,Kingdom,taxonomy,Phylum,Class,Order,Family,Genus
0405ca18d418a9a7ba06450669c2ce7c,Bacteria,Acidobacteria_Acidobacteriia_Acidobacteriales_Koribacteraceae,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,NA
f34155788a05cce46950ae67e24f9ea3,Bacteria,Verrucomicrobia_[Pedosphaerae]_[Pedosphaerales],Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],NA,NA
fb81574d887fa68041a84122487a0e47,Bacteria,Firmicutes_Clostridia_Clostridiales_Veillonellaceae_Veillonella,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella
a3a3b519e04bf11edbb1d82497c2b34c,Bacteria,Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
eedc4d1c737c96e649faf4b4457608fe,Bacteria,Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
